index,Location,Year,Date,Event,Round,Stage,Heat,Athlete,Country,Age,Final_Rank,Rank,Time,Avg Speed,Initial_CSE,Final_CSE,Mu,Sigma,ExpectedRank,RatingChange
325,Pruszkow,2019,2019-03-02,WCH,1,SF,1,GLAETZER_Matthew,AUS,,4.0,2.0,10.028,,Holder,Holder,Holder,Holder,Holder,Holder
326,Pruszkow,2019,2019-03-02,WCH,1,SF,2,LAVREYSEN_Harrie,NED,,1.0,2.0,10.081,,Holder,Holder,Holder,Holder,Holder,Holder
327,Pruszkow,2019,2019-03-02,WCH,1,SF,2,RUDYK_Mateusz,POL,,3.0,1.0,10.075,,Holder,Holder,Holder,Holder,Holder,Holder
324,Pruszkow,2019,2019-03-02,WCH,2,SF,1,HOOGLAND_Jeffrey,NED,,2.0,1.0,10.004,,Holder,Holder,Holder,Holder,Holder,Holder
325,Pruszkow,2019,2019-03-02,WCH,2,SF,1,GLAETZER_Matthew,AUS,,4.0,2.0,10.129999999999999,,Holder,Holder,Holder,Holder,Holder,Holder
326,Pruszkow,2019,2019-03-02,WCH,2,SF,2,LAVREYSEN_Harrie,NED,,1.0,1.0,10.17,,Holder,Holder,Holder,Holder,Holder,Holder
327,Pruszkow,2019,2019-03-02,WCH,2,SF,2,RUDYK_Mateusz,POL,,3.0,2.0,10.209999999999999,,Holder,Holder,Holder,Holder,Holder,Holder
326,Pruszkow,2019,2019-03-02,WCH,3,SF,2,LAVREYSEN_Harrie,NED,,1.0,1.0,9.952,,Holder,Holder,Holder,Holder,Holder,Holder
327,Pruszkow,2019,2019-03-02,WCH,3,SF,2,RUDYK_Mateusz,POL,,3.0,2.0,10.505,,Holder,Holder,Holder,Holder,Holder,Holder
328,Pruszkow,2019,2019-03-02,WCH,1,F,G,LAVREYSEN_Harrie,NED,,1.0,1.0,9.99,,Holder,Holder,Holder,Holder,Holder,Holder
329,Pruszkow,2019,2019-03-02,WCH,1,F,G,HOOGLAND_Jeffrey,NED,,2.0,2.0,10.156,,Holder,Holder,Holder,Holder,Holder,Holder
330,Pruszkow,2019,2019-03-02,WCH,1,F,B,RUDYK_Mateusz,POL,,3.0,1.0,10.412,,Holder,Holder,Holder,Holder,Holder,Holder
331,Pruszkow,2019,2019-03-02,WCH,1,F,B,GLAETZER_Matthew,AUS,,4.0,2.0,REL,,Holder,Holder,Holder,Holder,Holder,Holder
328,Pruszkow,2019,2019-03-02,WCH,2,F,G,LAVREYSEN_Harrie,NED,,1.0,1.0,9.932,,Holder,Holder,Holder,Holder,Holder,Holder
329,Pruszkow,2019,2019-03-02,WCH,2,F,G,HOOGLAND_Jeffrey,NED,,2.0,2.0,9.964,,Holder,Holder,Holder,Holder,Holder,Holder
330,Pruszkow,2019,2019-03-02,WCH,2,F,B,RUDYK_Mateusz,POL,,3.0,1.0,10.121,,Holder,Holder,Holder,Holder,Holder,Holder
331,Pruszkow,2019,2019-03-02,WCH,2,F,B,GLAETZER_Matthew,AUS,,4.0,2.0,10.162,,Holder,Holder,Holder,Holder,Holder,Holder
332,Minsk,2019,2019-11-03,NC,1,R16,1,BUCHLI_Matthijs,BCC,,3.0,1.0,10.904,,Holder,Holder,Holder,Holder,Holder,Holder
333,Minsk,2019,2019-11-03,NC,1,R16,1,ZAITSAU_Artsiom,MCC,,28.0,2.0,11.404,,Holder,Holder,Holder,Holder,Holder,Holder
334,Minsk,2019,2019-11-03,NC,1,R16,2,DMITRIEV_Denis,RUS,,6.0,1.0,10.865,,Holder,Holder,Holder,Holder,Holder,Holder
335,Minsk,2019,2019-11-03,NC,1,R16,2,GUO_Shuai,CHN,,27.0,2.0,10.963000000000001,,Holder,Holder,Holder,Holder,Holder,Holder
336,Minsk,2019,2019-11-03,NC,1,R16,3,CARLIN_Jack,GBR,,7.0,1.0,10.301,,Holder,Holder,Holder,Holder,Holder,Holder
337,Minsk,2019,2019-11-03,NC,1,R16,3,RAMIREZ_MORALES_Santiago,COL,,26.0,2.0,10.44,,Holder,Holder,Holder,Holder,Holder,Holder
338,Minsk,2019,2019-11-03,NC,1,R16,4,KENNY_Jason,GBR,,8.0,1.0,10.279,,Holder,Holder,Holder,Holder,Holder,Holder
339,Minsk,2019,2019-11-03,NC,1,R16,4,ROSTOV_Pavel,MCT,,25.0,2.0,10.453,,Holder,Holder,Holder,Holder,Holder,Holder
340,Minsk,2019,2019-11-03,NC,1,R16,5,LENDEL_Vasilijus,LTU,,9.0,1.0,10.181,,Holder,Holder,Holder,Holder,Holder,Holder
341,Minsk,2019,2019-11-03,NC,1,R16,5,DORNBACH_Maximilian,ERD,,24.0,2.0,10.614999999999998,,Holder,Holder,Holder,Holder,Holder,Holder
342,Minsk,2019,2019-11-03,NC,1,R16,6,BOTTICHER_Stefan,GER,,10.0,1.0,10.339,,Holder,Holder,Holder,Holder,Holder,Holder
343,Minsk,2019,2019-11-03,NC,1,R16,6,CHUGAY_Andrey,KAZ,,23.0,2.0,10.419,,Holder,Holder,Holder,Holder,Holder,Holder
344,Minsk,2019,2019-11-03,NC,1,R16,7,YAKUSHEVSKIY_Pavel,RUS,,11.0,1.0,10.477,,Holder,Holder,Holder,Holder,Holder,Holder
345,Minsk,2019,2019-11-03,NC,1,R16,7,LAW_Tsz_Chun,HKG,,22.0,2.0,11.120000000000001,,Holder,Holder,Holder,Holder,Holder,Holder
346,Minsk,2019,2019-11-03,NC,1,R16,8,LANDERNEAU_Melvin,FRA,,12.0,1.0,10.327,,Holder,Holder,Holder,Holder,Holder,Holder
347,Minsk,2019,2019-11-03,NC,1,R16,8,ZHOU_Yu,CHN,,21.0,2.0,10.397,,Holder,Holder,Holder,Holder,Holder,Holder
348,Minsk,2019,2019-11-03,NC,1,R16,9,PERALTA_GASCON_Juan,ESP,,13.0,1.0,10.136,,Holder,Holder,Holder,Holder,Holder,Holder
349,Minsk,2019,2019-11-03,NC,1,R16,9,MORENO_SANCHEZ_Jose,ESP,,20.0,2.0,11.043,,Holder,Holder,Holder,Holder,Holder,Holder
350,Minsk,2019,2019-11-03,NC,1,R16,10,KELEMEN_Pavel,CZE,,14.0,1.0,10.343,,Holder,Holder,Holder,Holder,Holder,Holder
351,Minsk,2019,2019-11-03,NC,1,R16,10,SZALONTAY_Sandor,HUN,,19.0,2.0,10.431,,Holder,Holder,Holder,Holder,Holder,Holder
352,Minsk,2019,2019-11-03,NC,1,R16,11,SAHROM_Muhammad_Shah_Firdaus,SDF,,16.0,1.0,10.172,,Holder,Holder,Holder,Holder,Holder,Holder
353,Minsk,2019,2019-11-03,NC,1,R16,11,CECHMAN_Martin,CZE,,17.0,2.0,10.213000000000001,,Holder,Holder,Holder,Holder,Holder,Holder
354,Minsk,2019,2019-11-03,NC,1,R16,12,OBARA_Yuta,JPN,,15.0,1.0,10.211,,Holder,Holder,Holder,Holder,Holder,Holder
355,Minsk,2019,2019-11-03,NC,1,R16,12,QUINTERO_CHAVARRO_Kevin_Santiago,COL,,18.0,2.0,10.269,,Holder,Holder,Holder,Holder,Holder,Holder
356,Minsk,2019,2019-11-03,NC,1,R8,1,LAVREYSEN_Harrie,NED,,1.0,1.0,10.157,,Holder,Holder,Holder,Holder,Holder,Holder
357,Minsk,2019,2019-11-03,NC,1,R8,1,OBARA_Yuta,JPN,,15.0,2.0,10.336,,Holder,Holder,Holder,Holder,Holder,Holder
358,Minsk,2019,2019-11-03,NC,1,R8,2,HOOGLAND_Jeffrey,NED,,2.0,1.0,9.889,,Holder,Holder,Holder,Holder,Holder,Holder
359,Minsk,2019,2019-11-03,NC,1,R8,2,SAHROM_Muhammad_Shah_Firdaus,SDF,,16.0,2.0,9.896999999999998,,Holder,Holder,Holder,Holder,Holder,Holder
360,Minsk,2019,2019-11-03,NC,1,R8,3,VIGIER_Sebastien,FRA,,4.0,1.0,10.017,,Holder,Holder,Holder,Holder,Holder,Holder
361,Minsk,2019,2019-11-03,NC,1,R8,3,KELEMEN_Pavel,CZE,,14.0,2.0,10.065,,Holder,Holder,Holder,Holder,Holder,Holder
362,Minsk,2019,2019-11-03,NC,1,R8,4,RUDYK_Mateusz,POL,,5.0,1.0,10.069,,Holder,Holder,Holder,Holder,Holder,Holder
363,Minsk,2019,2019-11-03,NC,1,R8,4,PERALTA_GASCON_Juan,ESP,,13.0,2.0,10.31,,Holder,Holder,Holder,Holder,Holder,Holder
364,Minsk,2019,2019-11-03,NC,1,R8,5,BUCHLI_Matthijs,BCC,,3.0,1.0,10.248,,Holder,Holder,Holder,Holder,Holder,Holder
365,Minsk,2019,2019-11-03,NC,1,R8,5,LANDERNEAU_Melvin,FRA,,12.0,2.0,10.251,,Holder,Holder,Holder,Holder,Holder,Holder
366,Minsk,2019,2019-11-03,NC,1,R8,6,DMITRIEV_Denis,RUS,,6.0,1.0,10.246,,Holder,Holder,Holder,Holder,Holder,Holder
367,Minsk,2019,2019-11-03,NC,1,R8,6,YAKUSHEVSKIY_Pavel,RUS,,11.0,2.0,10.435,,Holder,Holder,Holder,Holder,Holder,Holder
368,Minsk,2019,2019-11-03,NC,1,R8,7,CARLIN_Jack,GBR,,7.0,1.0,10.172,,Holder,Holder,Holder,Holder,Holder,Holder
369,Minsk,2019,2019-11-03,NC,1,R8,7,BOTTICHER_Stefan,GER,,10.0,2.0,10.200000000000001,,Holder,Holder,Holder,Holder,Holder,Holder
370,Minsk,2019,2019-11-03,NC,1,R8,8,KENNY_Jason,GBR,,8.0,1.0,10.246,,Holder,Holder,Holder,Holder,Holder,Holder
371,Minsk,2019,2019-11-03,NC,1,R8,8,LENDEL_Vasilijus,LTU,,9.0,2.0,10.286,,Holder,Holder,Holder,Holder,Holder,Holder
372,Minsk,2019,2019-11-03,NC,1,QF,1,LAVREYSEN_Harrie,NED,,1.0,1.0,10.075,,Holder,Holder,Holder,Holder,Holder,Holder
373,Minsk,2019,2019-11-03,NC,1,QF,1,KENNY_Jason,GBR,,8.0,2.0,10.222999999999999,,Holder,Holder,Holder,Holder,Holder,Holder
374,Minsk,2019,2019-11-03,NC,1,QF,2,HOOGLAND_Jeffrey,NED,,2.0,1.0,9.726,,Holder,Holder,Holder,Holder,Holder,Holder
375,Minsk,2019,2019-11-03,NC,1,QF,2,CARLIN_Jack,GBR,,7.0,2.0,9.778,,Holder,Holder,Holder,Holder,Holder,Holder
376,Minsk,2019,2019-11-03,NC,1,QF,3,VIGIER_Sebastien,FRA,,4.0,1.0,10.053,,Holder,Holder,Holder,Holder,Holder,Holder
377,Minsk,2019,2019-11-03,NC,1,QF,3,DMITRIEV_Denis,RUS,,6.0,2.0,10.065000000000001,,Holder,Holder,Holder,Holder,Holder,Holder
378,Minsk,2019,2019-11-03,NC,1,QF,4,BUCHLI_Matthijs,BCC,,3.0,1.0,10.191,,Holder,Holder,Holder,Holder,Holder,Holder
379,Minsk,2019,2019-11-03,NC,1,QF,4,RUDYK_Mateusz,POL,,5.0,2.0,10.256,,Holder,Holder,Holder,Holder,Holder,Holder
372,Minsk,2019,2019-11-03,NC,2,QF,1,LAVREYSEN_Harrie,NED,,1.0,1.0,10.081,,Holder,Holder,Holder,Holder,Holder,Holder
373,Minsk,2019,2019-11-03,NC,2,QF,1,KENNY_Jason,GBR,,8.0,2.0,10.732,,Holder,Holder,Holder,Holder,Holder,Holder
374,Minsk,2019,2019-11-03,NC,2,QF,2,HOOGLAND_Jeffrey,NED,,2.0,1.0,9.803,,Holder,Holder,Holder,Holder,Holder,Holder
375,Minsk,2019,2019-11-03,NC,2,QF,2,CARLIN_Jack,GBR,,7.0,2.0,10.041,,Holder,Holder,Holder,Holder,Holder,Holder
376,Minsk,2019,2019-11-03,NC,2,QF,3,VIGIER_Sebastien,FRA,,4.0,1.0,9.982,,Holder,Holder,Holder,Holder,Holder,Holder
377,Minsk,2019,2019-11-03,NC,2,QF,3,DMITRIEV_Denis,RUS,,6.0,2.0,9.991,,Holder,Holder,Holder,Holder,Holder,Holder
378,Minsk,2019,2019-11-03,NC,2,QF,4,BUCHLI_Matthijs,BCC,,3.0,1.0,9.997,,Holder,Holder,Holder,Holder,Holder,Holder
379,Minsk,2019,2019-11-03,NC,2,QF,4,RUDYK_Mateusz,POL,,5.0,2.0,10.089,,Holder,Holder,Holder,Holder,Holder,Holder
380,Minsk,2019,2019-11-03,NC,1,SF,1,LAVREYSEN_Harrie,NED,,1.0,1.0,10.069,,Holder,Holder,Holder,Holder,Holder,Holder
381,Minsk,2019,2019-11-03,NC,1,SF,1,BUCHLI_Matthijs,BCC,,3.0,2.0,10.162,,Holder,Holder,Holder,Holder,Holder,Holder
382,Minsk,2019,2019-11-03,NC,1,SF,2,HOOGLAND_Jeffrey,NED,,2.0,1.0,9.79,,Holder,Holder,Holder,Holder,Holder,Holder
383,Minsk,2019,2019-11-03,NC,1,SF,2,VIGIER_Sebastien,FRA,,4.0,2.0,9.886999999999999,,Holder,Holder,Holder,Holder,Holder,Holder
380,Minsk,2019,2019-11-03,NC,2,SF,1,LAVREYSEN_Harrie,NED,,1.0,1.0,10.05,,Holder,Holder,Holder,Holder,Holder,Holder
381,Minsk,2019,2019-11-03,NC,2,SF,1,BUCHLI_Matthijs,BCC,,3.0,2.0,10.129000000000001,,Holder,Holder,Holder,Holder,Holder,Holder
382,Minsk,2019,2019-11-03,NC,2,SF,2,HOOGLAND_Jeffrey,NED,,2.0,1.0,9.957,,Holder,Holder,Holder,Holder,Holder,Holder
383,Minsk,2019,2019-11-03,NC,2,SF,2,VIGIER_Sebastien,FRA,,4.0,2.0,16.312,,Holder,Holder,Holder,Holder,Holder,Holder
384,Minsk,2019,2019-11-03,NC,1,F,G,LAVREYSEN_Harrie,NED,,1.0,2.0,9.882,,Holder,Holder,Holder,Holder,Holder,Holder
385,Minsk,2019,2019-11-03,NC,1,F,G,HOOGLAND_Jeffrey,NED,,2.0,1.0,9.874,,Holder,Holder,Holder,Holder,Holder,Holder
386,Minsk,2019,2019-11-03,NC,1,F,B,BUCHLI_Matthijs,BCC,,3.0,1.0,10.239,,Holder,Holder,Holder,Holder,Holder,Holder
387,Minsk,2019,2019-11-03,NC,1,F,B,VIGIER_Sebastien,FRA,,4.0,2.0,10.263,,Holder,Holder,Holder,Holder,Holder,Holder
384,Minsk,2019,2019-11-03,NC,2,F,G,LAVREYSEN_Harrie,NED,,1.0,1.0,9.97,,Holder,Holder,Holder,Holder,Holder,Holder
385,Minsk,2019,2019-11-03,NC,2,F,G,HOOGLAND_Jeffrey,NED,,2.0,2.0,10.112,,Holder,Holder,Holder,Holder,Holder,Holder
386,Minsk,2019,2019-11-03,NC,2,F,B,BUCHLI_Matthijs,BCC,,3.0,2.0,REL,,Holder,Holder,Holder,Holder,Holder,Holder
387,Minsk,2019,2019-11-03,NC,2,F,B,VIGIER_Sebastien,FRA,,4.0,1.0,,,Holder,Holder,Holder,Holder,Holder,Holder
384,Minsk,2019,2019-11-03,NC,3,F,G,LAVREYSEN_Harrie,NED,,1.0,1.0,9.857,,Holder,Holder,Holder,Holder,Holder,Holder
385,Minsk,2019,2019-11-03,NC,3,F,G,HOOGLAND_Jeffrey,NED,,2.0,2.0,9.942,,Holder,Holder,Holder,Holder,Holder,Holder
386,Minsk,2019,2019-11-03,NC,3,F,B,BUCHLI_Matthijs,BCC,,3.0,1.0,10.21,,Holder,Holder,Holder,Holder,Holder,Holder
387,Minsk,2019,2019-11-03,NC,3,F,B,VIGIER_Sebastien,FRA,,4.0,2.0,10.25,,Holder,Holder,Holder,Holder,Holder,Holder
388,Glasgow,2019,2019-11-09,NC,1,R16,1,BOTTICHER_Stefan,GER,,9.0,1.0,10.263,,Holder,Holder,Holder,Holder,Holder,Holder
389,Glasgow,2019,2019-11-09,NC,1,R16,1,VORZHEV_Pavel,KAZ,,28.0,2.0,10.326,,Holder,Holder,Holder,Holder,Holder,Holder
390,Glasgow,2019,2019-11-09,NC,1,R16,2,DMITRIEV_Denis,RUS,,5.0,1.0,10.413,,Holder,Holder,Holder,Holder,Holder,Holder
391,Glasgow,2019,2019-11-09,NC,1,R16,2,ZHOU_Yu,CHN,,27.0,2.0,10.444,,Holder,Holder,Holder,Holder,Holder,Holder
392,Glasgow,2019,2019-11-09,NC,1,R16,3,LENDEL_Vasilijus,LTU,,6.0,1.0,11.305,,Holder,Holder,Holder,Holder,Holder,Holder
393,Glasgow,2019,2019-11-09,NC,1,R16,3,DORNBACH_Maximilian,ERD,,26.0,2.0,13.731,,Holder,Holder,Holder,Holder,Holder,Holder
394,Glasgow,2019,2019-11-09,NC,1,R16,4,SAHROM_Muhammad_Shah_Firdaus,SDF,,16.0,1.0,10.175,,Holder,Holder,Holder,Holder,Holder,Holder
395,Glasgow,2019,2019-11-09,NC,1,R16,4,LEVY_Maximilian,ERD,,17.0,2.0,10.179,,Holder,Holder,Holder,Holder,Holder,Holder
396,Glasgow,2019,2019-11-09,NC,1,R16,5,KENNY_Jason,GBR,,7.0,1.0,10.04,,Holder,Holder,Holder,Holder,Holder,Holder
397,Glasgow,2019,2019-11-09,NC,1,R16,5,OBARA_Yuta,JPN,,25.0,2.0,13.315,,Holder,Holder,Holder,Holder,Holder,Holder
398,Glasgow,2019,2019-11-09,NC,1,R16,6,BUCHLI_Matthijs,BCC,,10.0,1.0,10.396,,Holder,Holder,Holder,Holder,Holder,Holder
399,Glasgow,2019,2019-11-09,NC,1,R16,6,HSIEH_Nien_Hsing,TPE,,24.0,2.0,10.448,,Holder,Holder,Holder,Holder,Holder,Holder
400,Glasgow,2019,2019-11-09,NC,1,R16,7,RICHARDSON_Matthew,AUS,,11.0,1.0,10.452,,Holder,Holder,Holder,Holder,Holder,Holder
401,Glasgow,2019,2019-11-09,NC,1,R16,7,QUINTERO_CHAVARRO_Kevin_Santiago,COL,,23.0,2.0,10.459,,Holder,Holder,Holder,Holder,Holder,Holder
402,Glasgow,2019,2019-11-09,NC,1,R16,8,TJON_EN_FA_Jair,SUR,,8.0,1.0,10.404,,Holder,Holder,Holder,Holder,Holder,Holder
403,Glasgow,2019,2019-11-09,NC,1,R16,8,CLARKE_Thomas,AUS,,22.0,2.0,10.419,,Holder,Holder,Holder,Holder,Holder,Holder
404,Glasgow,2019,2019-11-09,NC,1,R16,9,YAKUSHEVSKIY_Pavel,RUS,,12.0,1.0,10.259,,Holder,Holder,Holder,Holder,Holder,Holder
405,Glasgow,2019,2019-11-09,NC,1,R16,9,CECHMAN_Martin,CZE,,21.0,2.0,10.32,,Holder,Holder,Holder,Holder,Holder,Holder
406,Glasgow,2019,2019-11-09,NC,1,R16,10,PERALTA_GASCON_Juan,ESP,,13.0,1.0,10.338,,Holder,Holder,Holder,Holder,Holder,Holder
407,Glasgow,2019,2019-11-09,NC,1,R16,10,OWENS_Ryan,GBR,,20.0,2.0,10.439,,Holder,Holder,Holder,Holder,Holder,Holder
408,Glasgow,2019,2019-11-09,NC,1,R16,11,KELEMEN_Pavel,CZE,,14.0,1.0,10.415,,Holder,Holder,Holder,Holder,Holder,Holder
409,Glasgow,2019,2019-11-09,NC,1,R16,11,CALEYRON_Quentin,FRA,,19.0,2.0,10.514,,Holder,Holder,Holder,Holder,Holder,Holder
410,Glasgow,2019,2019-11-09,NC,1,R16,12,LANDERNEAU_Melvin,FRA,,15.0,1.0,10.177,,Holder,Holder,Holder,Holder,Holder,Holder
411,Glasgow,2019,2019-11-09,NC,1,R16,12,SZALONTAY_Sandor,HUN,,18.0,2.0,10.323,,Holder,Holder,Holder,Holder,Holder,Holder
412,Glasgow,2019,2019-11-09,NC,1,R8,1,LAVREYSEN_Harrie,NED,,1.0,1.0,9.924,,Holder,Holder,Holder,Holder,Holder,Holder
413,Glasgow,2019,2019-11-09,NC,1,R8,1,LANDERNEAU_Melvin,FRA,,15.0,2.0,9.947999999999999,,Holder,Holder,Holder,Holder,Holder,Holder
414,Glasgow,2019,2019-11-09,NC,1,R8,2,RUDYK_Mateusz,POL,,4.0,1.0,10.115,,Holder,Holder,Holder,Holder,Holder,Holder
415,Glasgow,2019,2019-11-09,NC,1,R8,2,KELEMEN_Pavel,CZE,,14.0,2.0,10.141,,Holder,Holder,Holder,Holder,Holder,Holder
416,Glasgow,2019,2019-11-09,NC,1,R8,3,HOOGLAND_Jeffrey,NED,,2.0,1.0,10.017,,Holder,Holder,Holder,Holder,Holder,Holder
417,Glasgow,2019,2019-11-09,NC,1,R8,3,PERALTA_GASCON_Juan,ESP,,13.0,2.0,13.921,,Holder,Holder,Holder,Holder,Holder,Holder
418,Glasgow,2019,2019-11-09,NC,1,R8,4,FUKAYA_Tomohiro,JPN,,3.0,1.0,10.258,,Holder,Holder,Holder,Holder,Holder,Holder
419,Glasgow,2019,2019-11-09,NC,1,R8,4,YAKUSHEVSKIY_Pavel,RUS,,12.0,2.0,10.329999999999998,,Holder,Holder,Holder,Holder,Holder,Holder
420,Glasgow,2019,2019-11-09,NC,1,R8,5,TJON_EN_FA_Jair,SUR,,8.0,1.0,10.169,,Holder,Holder,Holder,Holder,Holder,Holder
421,Glasgow,2019,2019-11-09,NC,1,R8,5,BOTTICHER_Stefan,GER,,9.0,2.0,10.183,,Holder,Holder,Holder,Holder,Holder,Holder
422,Glasgow,2019,2019-11-09,NC,1,R8,6,DMITRIEV_Denis,RUS,,5.0,1.0,10.358,,Holder,Holder,Holder,Holder,Holder,Holder
423,Glasgow,2019,2019-11-09,NC,1,R8,6,RICHARDSON_Matthew,AUS,,11.0,2.0,10.358,,Holder,Holder,Holder,Holder,Holder,Holder
424,Glasgow,2019,2019-11-09,NC,1,R8,7,LENDEL_Vasilijus,LTU,,6.0,1.0,10.268,,Holder,Holder,Holder,Holder,Holder,Holder
425,Glasgow,2019,2019-11-09,NC,1,R8,7,BUCHLI_Matthijs,BCC,,10.0,2.0,10.348,,Holder,Holder,Holder,Holder,Holder,Holder
426,Glasgow,2019,2019-11-09,NC,1,R8,8,KENNY_Jason,GBR,,7.0,1.0,10.235,,Holder,Holder,Holder,Holder,Holder,Holder
427,Glasgow,2019,2019-11-09,NC,1,R8,8,SAHROM_Muhammad_Shah_Firdaus,SDF,,16.0,2.0,10.247,,Holder,Holder,Holder,Holder,Holder,Holder
428,Glasgow,2019,2019-11-09,NC,1,QF,1,LAVREYSEN_Harrie,NED,,1.0,1.0,10.497,,Holder,Holder,Holder,Holder,Holder,Holder
429,Glasgow,2019,2019-11-09,NC,1,QF,1,KENNY_Jason,GBR,,7.0,2.0,10.583,,Holder,Holder,Holder,Holder,Holder,Holder
430,Glasgow,2019,2019-11-09,NC,1,QF,2,RUDYK_Mateusz,POL,,4.0,1.0,10.072,,Holder,Holder,Holder,Holder,Holder,Holder
431,Glasgow,2019,2019-11-09,NC,1,QF,2,LENDEL_Vasilijus,LTU,,6.0,2.0,10.095999999999998,,Holder,Holder,Holder,Holder,Holder,Holder
432,Glasgow,2019,2019-11-09,NC,1,QF,3,HOOGLAND_Jeffrey,NED,,2.0,1.0,9.838,,Holder,Holder,Holder,Holder,Holder,Holder
433,Glasgow,2019,2019-11-09,NC,1,QF,3,DMITRIEV_Denis,RUS,,5.0,2.0,12.488999999999999,,Holder,Holder,Holder,Holder,Holder,Holder
434,Glasgow,2019,2019-11-09,NC,1,QF,4,FUKAYA_Tomohiro,JPN,,3.0,1.0,10.114,,Holder,Holder,Holder,Holder,Holder,Holder
435,Glasgow,2019,2019-11-09,NC,1,QF,4,TJON_EN_FA_Jair,SUR,,8.0,2.0,10.42,,Holder,Holder,Holder,Holder,Holder,Holder
428,Glasgow,2019,2019-11-09,NC,2,QF,1,LAVREYSEN_Harrie,NED,,1.0,1.0,10.077,,Holder,Holder,Holder,Holder,Holder,Holder
429,Glasgow,2019,2019-11-09,NC,2,QF,1,KENNY_Jason,GBR,,7.0,2.0,10.22,,Holder,Holder,Holder,Holder,Holder,Holder
430,Glasgow,2019,2019-11-09,NC,2,QF,2,RUDYK_Mateusz,POL,,4.0,1.0,10.16,,Holder,Holder,Holder,Holder,Holder,Holder
431,Glasgow,2019,2019-11-09,NC,2,QF,2,LENDEL_Vasilijus,LTU,,6.0,2.0,10.313,,Holder,Holder,Holder,Holder,Holder,Holder
432,Glasgow,2019,2019-11-09,NC,2,QF,3,HOOGLAND_Jeffrey,NED,,2.0,1.0,10.089,,Holder,Holder,Holder,Holder,Holder,Holder
433,Glasgow,2019,2019-11-09,NC,2,QF,3,DMITRIEV_Denis,RUS,,5.0,2.0,10.103,,Holder,Holder,Holder,Holder,Holder,Holder
434,Glasgow,2019,2019-11-09,NC,2,QF,4,FUKAYA_Tomohiro,JPN,,3.0,1.0,10.005,,Holder,Holder,Holder,Holder,Holder,Holder
435,Glasgow,2019,2019-11-09,NC,2,QF,4,TJON_EN_FA_Jair,SUR,,8.0,2.0,10.567,,Holder,Holder,Holder,Holder,Holder,Holder
436,Glasgow,2019,2019-11-09,NC,1,SF,1,LAVREYSEN_Harrie,NED,,1.0,1.0,9.995,,Holder,Holder,Holder,Holder,Holder,Holder
437,Glasgow,2019,2019-11-09,NC,1,SF,1,FUKAYA_Tomohiro,JPN,,3.0,2.0,10.267999999999999,,Holder,Holder,Holder,Holder,Holder,Holder
438,Glasgow,2019,2019-11-09,NC,1,SF,2,HOOGLAND_Jeffrey,NED,,2.0,1.0,9.856,,Holder,Holder,Holder,Holder,Holder,Holder
439,Glasgow,2019,2019-11-09,NC,1,SF,2,RUDYK_Mateusz,POL,,4.0,2.0,10.061,,Holder,Holder,Holder,Holder,Holder,Holder
436,Glasgow,2019,2019-11-09,NC,2,SF,1,LAVREYSEN_Harrie,NED,,1.0,1.0,9.97,,Holder,Holder,Holder,Holder,Holder,Holder
437,Glasgow,2019,2019-11-09,NC,2,SF,1,FUKAYA_Tomohiro,JPN,,3.0,2.0,9.995000000000001,,Holder,Holder,Holder,Holder,Holder,Holder
438,Glasgow,2019,2019-11-09,NC,2,SF,2,HOOGLAND_Jeffrey,NED,,2.0,1.0,10.055,,Holder,Holder,Holder,Holder,Holder,Holder
439,Glasgow,2019,2019-11-09,NC,2,SF,2,RUDYK_Mateusz,POL,,4.0,2.0,11.224,,Holder,Holder,Holder,Holder,Holder,Holder
440,Glasgow,2019,2019-11-09,NC,1,F,G,LAVREYSEN_Harrie,NED,,1.0,1.0,9.917,,Holder,Holder,Holder,Holder,Holder,Holder
441,Glasgow,2019,2019-11-09,NC,1,F,G,HOOGLAND_Jeffrey,NED,,2.0,2.0,10.075,,Holder,Holder,Holder,Holder,Holder,Holder
442,Glasgow,2019,2019-11-09,NC,1,F,B,FUKAYA_Tomohiro,JPN,,3.0,1.0,10.145,,Holder,Holder,Holder,Holder,Holder,Holder
443,Glasgow,2019,2019-11-09,NC,1,F,B,RUDYK_Mateusz,POL,,4.0,2.0,10.148,,Holder,Holder,Holder,Holder,Holder,Holder
440,Glasgow,2019,2019-11-09,NC,2,F,G,LAVREYSEN_Harrie,NED,,1.0,1.0,9.906,,Holder,Holder,Holder,Holder,Holder,Holder
441,Glasgow,2019,2019-11-09,NC,2,F,G,HOOGLAND_Jeffrey,NED,,2.0,2.0,9.952,,Holder,Holder,Holder,Holder,Holder,Holder
442,Glasgow,2019,2019-11-09,NC,2,F,B,FUKAYA_Tomohiro,JPN,,3.0,1.0,10.141,,Holder,Holder,Holder,Holder,Holder,Holder
443,Glasgow,2019,2019-11-09,NC,2,F,B,RUDYK_Mateusz,POL,,4.0,2.0,10.33,,Holder,Holder,Holder,Holder,Holder,Holder
444,Hong_Kong,2019,2019-12-01,NC,1,R16,1,PAUL_Nicholas,TTO,,9.0,1.0,10.671,,Holder,Holder,Holder,Holder,Holder,Holder
445,Hong_Kong,2019,2019-12-01,NC,1,R16,1,SAUNDERS_Callum,NZL,,28.0,2.0,10.756,,Holder,Holder,Holder,Holder,Holder,Holder
